Período;TimeKey;RegiaoID;InstituicaoID;Atendimentos_Vermelha;Atendimentos_Laranja;Atendimentos_Amarela;Atendimentos_Verde;Atendimentos_Azul;Atendimentos_Branca;Atendimentos_SemTriagem;TotalAtendimentos;Médicos;MedicosInternos;Enfermeiros;Despesa;NumDoentes;CustoMedio
2025-04;20250401;1;70;107;3786;22856;7854;305;688;0;35596;352;137;748;0.0;0;0.0
2025-04;20250401;3;74;167;6022;24943;14974;586;638;1425;47330;246;116;876;0.0;0;0.0
2025-04;20250401;3;36;151;4804;18763;12326;519;1388;1797;37951;369;208;1046;0.0;0;0.0
2025-04;20250401;1;40;112;2053;10269;8624;321;0;75;21379;243;95;482;0.0;0;0.0
2025-04;20250401;3;43;261;5538;21246;13528;467;1272;310;42312;627;330;1308;0.0;0;0.0
2025-04;20250401;3;54;291;7709;27858;20750;950;874;1041;58432;1072;771;2317;0.0;0;0.0
2025-04;20250401;1;55;220;4449;23842;9052;685;899;5549;39147;1121;699;2181;0.0;0;0.0
2025-04;20250401;1;59;170;4729;37085;12482;608;1227;333;56301;0;0;0;0.0;0;0.0
2025-04;20250401;5;61;392;15528;53557;42755;1636;3921;1418;117789;728;486;2310;0.0;0;0.0
2025-04;20250401;1;64;193;5340;24987;14611;364;790;8;46285;0;0;0;0.0;0;0.0
2025-04;20250401;3;68;118;3268;18793;11464;345;2254;4;36242;277;142;610;0.0;0;0.0
2025-03;20250301;3;36;122;3675;14240;9652;356;1057;1416;29102;371;207;1041;0.0;0;0.0
2025-03;20250301;2;37;23;1282;10607;4832;47;636;22;17427;161;115;589;0.0;0;0.0
2025-03;20250301;1;40;89;1606;7870;6560;242;0;58;16367;243;95;478;0.0;0;0.0
2025-03;20250301;2;42;235;4152;21765;9195;399;1059;171;36805;463;235;1313;0.0;0;0.0
2025-03;20250301;2;48;386;9625;34690;13767;563;1673;1423;60704;1394;872;3780;0.0;0;0.0
2025-03;20250301;2;49;149;4880;19785;12694;928;671;3583;39107;0;0;0;0.0;0;0.0
2025-03;20250301;3;51;89;2782;14105;13105;736;958;2240;31775;907;540;1861;0.0;0;0.0
2025-03;20250301;3;52;70;2257;11314;7593;312;37;3106;21583;423;222;636;0.0;0;0.0
2025-03;20250301;1;53;66;3368;11390;3201;267;208;2146;18500;0;0;0;0.0;0;0.0
2025-03;20250301;3;54;216;5851;21023;15127;692;666;792;43575;1076;774;2320;0.0;0;0.0
2025-03;20250301;1;59;129;3565;27945;9485;457;920;248;42501;0;0;0;0.0;0;0.0
2025-03;20250301;1;64;157;3942;18813;11098;285;570;8;34865;0;0;0;0.0;0;0.0
2025-03;20250301;3;65;81;2982;16208;14407;414;1024;231;35116;273;166;847;0.0;0;0.0
2025-03;20250301;4;69;56;1816;9942;9788;439;689;0;22730;0;0;0;0.0;0;0.0
2025-03;20250301;3;39;113;3946;13432;6958;272;1715;62;26436;287;101;874;0.0;0;0.0
2025-03;20250301;1;46;231;4165;23447;17286;249;1894;259;47272;837;452;1630;0.0;0;0.0
2025-03;20250301;3;32;86;4372;12467;17346;273;45;0;34589;0;0;0;0.0;0;0.0
2025-03;20250301;2;41;190;5663;26064;6280;538;2006;77;40741;535;274;1140;0.0;0;0.0
2025-03;20250301;3;44;196;6686;17423;30576;860;1037;159;56778;710;408;1547;0.0;0;0.0
2025-03;20250301;1;55;167;3374;17599;6736;517;713;4083;29106;1117;701;2183;0.0;0;0.0
2025-03;20250301;4;62;78;2193;11203;7883;191;649;36;22197;151;35;619;0.0;0;0.0
2025-03;20250301;1;63;48;2716;14815;12727;298;2662;218;33266;541;263;1270;0.0;0;0.0
2025-03;20250301;4;66;63;2922;14689;10592;360;261;66;28887;0;0;0;0.0;0;0.0
2025-03;20250301;2;67;50;1368;9149;4949;31;240;39;15787;172;90;373;0.0;0;0.0
2025-03;20250301;1;70;82;2892;17563;5770;216;482;0;27005;351;138;748;0.0;0;0.0
2025-03;20250301;2;38;89;2435;13153;9012;426;369;47;25484;0;0;0;0.0;0;0.0
2025-03;20250301;1;45;45;1310;6768;6329;214;165;5;14831;182;82;419;0.0;0;0.0
2025-03;20250301;4;60;85;3738;9659;9870;443;713;93;24508;331;127;879;0.0;0;0.0
2025-03;20250301;5;61;296;11764;40587;32501;1244;2918;1100;89310;733;489;2321;0.0;0;0.0
2025-03;20250301;3;71;145;3653;17331;14425;353;1350;104;37257;266;103;1006;0.0;0;0.0
2025-03;20250301;2;35;31;1181;7802;6990;371;466;14;16841;139;61;537;0.0;0;0.0
2025-03;20250301;3;43;200;4176;15911;10422;359;862;243;31930;626;331;1306;0.0;0;0.0
2025-03;20250301;1;50;167;6330;29080;8630;345;61;42;44613;605;305;1170;0.0;0;0.0
2025-03;20250301;1;57;298;5729;22235;8640;1549;0;22896;38451;0;0;0;0.0;0;0.0
2025-03;20250301;3;56;230;4307;31053;18069;1405;968;410;56032;1448;768;3112;0.0;0;0.0
2025-03;20250301;1;58;140;4990;34436;14657;311;1662;1;56196;568;316;1608;0.0;0;0.0
2025-03;20250301;3;68;95;2583;14469;9635;285;1741;3;28808;281;143;609;0.0;0;0.0
2025-03;20250301;1;72;92;2221;18068;3883;222;957;49;25443;0;0;0;0.0;0;0.0
2025-03;20250301;3;74;129;4575;19104;11461;429;444;1066;36142;248;116;872;0.0;0;0.0
2025-03;20250301;1;75;280;7165;23824;9830;303;3816;7342;45218;681;302;1433;0.0;0;0.0
2025-02;20250201;3;32;58;2862;8156;11560;181;35;0;22852;0;0;0;0.0;0;0.0
2025-02;20250201;2;35;23;783;5277;4816;229;321;9;11449;138;61;537;0.0;0;0.0
2025-02;20250201;3;44;130;4328;11665;21278;610;685;123;38696;712;411;1546;0.0;0;0.0
2025-02;20250201;3;51;57;1812;9102;9126;473;637;1448;21207;905;542;1851;0.0;0;0.0
2025-02;20250201;3;52;46;1498;7440;5168;220;24;1973;14396;427;222;633;0.0;0;0.0
2025-02;20250201;5;61;182;7891;27284;21836;792;1953;793;59938;737;488;2328;0.0;0;0.0
2025-02;20250201;3;65;55;2063;11004;9840;292;723;161;23977;274;167;848;0.0;0;0.0
2025-02;20250201;2;67;31;887;6153;3384;20;149;39;10624;173;90;374;0.0;0;0.0
2025-02;20250201;3;74;71;2921;12404;7463;297;277;699;23433;249;116;873;0.0;0;0.0
2025-02;20250201;3;36;76;2362;9510;6512;205;718;1095;19383;372;211;1040;0.0;0;0.0
2025-02;20250201;1;40;63;1063;5224;4449;154;0;45;10953;242;95;473;0.0;0;0.0
2025-02;20250201;2;42;159;2838;14367;6118;266;672;138;24420;466;236;1310;0.0;0;0.0
2025-02;20250201;1;45;24;861;4425;4140;149;104;3;9703;180;82;417;0.0;0;0.0
2025-02;20250201;2;48;286;6477;22910;9314;391;1083;1364;40461;1398;873;3788;0.0;0;0.0
2025-02;20250201;2;49;104;3253;13119;8585;558;660;2378;26279;0;0;0;0.0;0;0.0
2025-02;20250201;1;50;100;3656;17017;5271;215;35;27;26294;606;308;1169;0.0;0;0.0
2025-02;20250201;1;53;44;2279;7533;1986;134;132;1414;12108;0;0;0;0.0;0;0.0
2025-02;20250201;1;55;115;2219;11413;4459;352;516;2576;19074;1117;707;2176;0.0;0;0.0
2025-02;20250201;3;68;63;1787;9959;7220;210;1200;1;20439;283;143;614;0.0;0;0.0
2025-02;20250201;1;72;67;1493;12193;2709;160;622;33;17244;0;0;0;0.0;0;0.0
2025-02;20250201;2;38;61;1585;8884;6239;277;249;35;17295;0;0;0;0.0;0;0.0
2025-02;20250201;2;41;122;3709;17172;4220;366;1351;53;26940;540;273;1136;0.0;0;0.0
2025-02;20250201;1;46;139;2722;15121;11262;164;1219;185;30627;836;453;1621;0.0;0;0.0
2025-02;20250201;3;54;136;3857;13835;9690;417;422;485;28357;1077;781;2306;0.0;0;0.0
2025-02;20250201;1;57;202;3718;14514;5635;1014;0;15560;25083;0;0;0;0.0;0;0.0
2025-02;20250201;1;58;99;3359;22951;9809;203;1148;0;37569;568;320;1611;0.0;0;0.0
2025-02;20250201;1;63;30;1829;9784;8189;197;1744;145;21773;541;264;1261;0.0;0;0.0
2025-02;20250201;1;70;54;1896;11518;3685;142;301;0;17596;352;143;758;0.0;0;0.0
2025-02;20250201;1;75;188;4716;15452;6508;213;2493;4948;29570;686;302;1432;0.0;0;0.0
2025-02;20250201;3;39;76;2717;8994;5359;256;1132;48;18534;286;101;875;0.0;0;0.0
2025-02;20250201;1;59;81;2359;18247;6283;287;629;147;27886;0;0;0;0.0;0;0.0
2025-02;20250201;4;62;55;1464;7324;5308;113;625;0;14889;151;35;617;0.0;0;0.0
2025-02;20250201;1;64;103;2541;12291;7571;167;386;5;23059;0;0;0;0.0;0;0.0
2025-02;20250201;4;66;47;1990;9866;7512;248;154;47;19817;0;0;0;0.0;0;0.0
2025-02;20250201;4;69;37;1200;6568;6450;289;455;0;14999;0;0;0;0.0;0;0.0
2025-02;20250201;2;37;17;854;7049;3398;36;441;16;11795;160;115;591;0.0;0;0.0
2025-02;20250201;3;43;127;2746;10449;6906;234;546;179;21008;629;333;1311;0.0;0;0.0
2025-02;20250201;3;56;153;2815;19988;12236;895;625;268;36712;1458;770;3125;0.0;0;0.0
2025-02;20250201;4;60;54;2474;6452;6645;298;464;65;16387;330;127;871;0.0;0;0.0
2025-02;20250201;3;71;95;2383;11111;9886;246;898;59;24619;268;104;1004;0.0;0;0.0
2025-01;20250101;1;46;64;1396;7811;5574;72;645;82;15562;835;457;1622;0.0;0;0.0
2025-01;20250101;2;48;147;3489;11548;4800;202;601;1289;20787;1383;880;3798;0.0;0;0.0
2025-01;20250101;5;61;108;4264;14281;11278;370;1003;375;31304;735;494;2333;0.0;0;0.0
2025-01;20250101;1;64;59;1340;6427;3766;82;211;2;11885;0;0;0;0.0;0;0.0
2025-01;20250101;4;66;29;1057;5332;4000;132;70;31;10620;0;0;0;0.0;0;0.0
2025-01;20250101;3;71;50;1300;5793;5240;116;450;37;12949;267;103;985;0.0;0;0.0
2025-01;20250101;2;38;32;847;4653;3445;153;130;25;9260;0;0;0;0.0;0;0.0
2025-01;20250101;2;41;72;1910;8799;2235;171;710;20;13897;544;275;1135;0.0;0;0.0
2025-01;20250101;2;49;61;1743;6623;4332;211;652;1215;13622;0;0;0;0.0;0;0.0
2025-01;20250101;1;50;59;2147;9702;3002;135;22;15;15067;603;309;1175;0.0;0;0.0
2025-01;20250101;1;55;57;1157;5843;2244;186;286;1418;9773;1123;716;2168;0.0;0;0.0
2025-01;20250101;1;58;51;1807;11825;5112;106;615;0;19516;568;322;1604;0.0;0;0.0
2025-01;20250101;3;68;33;983;5088;3768;106;598;0;10576;285;145;609;0.0;0;0.0
2025-01;20250101;1;70;30;1005;5876;1868;59;163;0;9001;354;144;743;0.0;0;0.0
2025-01;20250101;2;35;16;428;2818;2577;107;181;6;6127;140;62;538;0.0;0;0.0
2025-01;20250101;3;36;40;1256;4961;3198;108;367;610;9930;370;211;1037;0.0;0;0.0
2025-01;20250101;3;44;69;2293;6292;11606;314;363;88;20937;718;413;1534;0.0;0;0.0
2025-01;20250101;1;45;13;451;2328;1948;74;46;2;4860;178;83;411;0.0;0;0.0
2025-01;20250101;3;51;33;957;4469;4967;258;313;732;10997;905;549;1838;0.0;0;0.0
2025-01;20250101;1;59;36;1225;9207;3308;132;317;76;14225;0;0;0;0.0;0;0.0
2025-01;20250101;4;62;32;770;3781;2970;64;357;0;7974;153;36;621;0.0;0;0.0
2025-01;20250101;1;72;32;764;6477;1413;82;339;24;9107;0;0;0;0.0;0;0.0
2025-01;20250101;2;37;9;464;3698;1875;15;260;10;6321;161;116;591;0.0;0;0.0
