Período;Região;Instituição;Vermelha;Laranja;Amarela;Verde;Azul;Branca;SemTriagem;TotalAtendimentos
2023-04;Região de Saúde do Alentejo;ULS Litoral Alentejano;36;1561;6413;7047;102;356;16206;15515
2023-04;Região de Saúde do Alentejo;ULS Norte Alentejano;68;2832;12770;12433;221;762;0;29086
2023-04;Região de Saúde do Centro;CH Leiria;282;5836;28019;21352;723;1223;206;57435
2023-04;Região de Saúde do Centro;CH Tondela-Viseu;163;5435;22461;16482;720;2259;5105;47520
2023-04;Região de Saúde LVT;CH Barreiro/Montijo;120;4521;22528;21471;637;1451;3422;50728
2023-04;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;98;3882;15520;21122;1088;1235;2938;42945
2023-04;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;154;4458;22261;16579;770;704;175;44926
2023-04;Região de Saúde LVT;Hospital Fernando Fonseca;257;8593;24882;46427;1454;1939;393;83552
2023-04;Região de Saúde do Alentejo;ULS Baixo Alentejo;120;4026;19057;13353;398;311;154;37265
2023-04;Região de Saúde do Centro;CHU Cova da Beira;58;1586;13264;6573;92;1086;24;22659
2023-04;Região de Saúde do Centro;Hospital Figueira Foz;47;1491;12838;8185;53;307;33;22921
2023-04;Região de Saúde do Centro;ULS Castelo Branco;63;1603;11653;8490;341;589;37;22739
2023-04;Região de Saúde LVT;Hospital Garcia de Orta;272;6207;19181;21433;1803;473;259;49369
2023-04;Região de Saúde Norte;CHU São João;397;8673;32011;13851;2072;0;30697;57004
2023-04;Região de Saúde Norte;CH Entre Douro e Vouga;221;8084;35066;30613;1164;675;142;75823
2023-04;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;142;5720;35150;18321;346;2158;274;61837
2023-03;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;79;3335;7719;5470;604;98;140;17305
2023-03;Região de Saúde do Algarve;CHU Algarve;262;11976;36094;35543;1623;3636;611;89134
2023-03;Região de Saúde do Centro;ULS Castelo Branco;51;1217;8578;6559;264;451;28;17120
2023-03;Região de Saúde LVT;CH Setúbal;94;3512;14114;8803;197;1385;2474;28105
2023-03;Região de Saúde LVT;Hospital de Cascais, PPP;104;4556;12464;20557;365;49;0;38095
2023-03;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;111;3403;16836;12659;548;520;128;34077
2023-03;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;259;7225;21784;13135;303;3708;4910;46414
2023-03;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;124;4359;26439;13549;219;1589;220;46279
2023-03;Região de Saúde Norte;ULS Matosinhos;82;3243;10306;5353;320;393;2392;19697
2023-03;Região de Saúde do Alentejo;ULS Litoral Alentejano;32;1194;4863;5298;79;244;12359;11710
2023-03;Região de Saúde do Alentejo;ULS Norte Alentejano;53;2147;9623;9534;172;548;0;22077
2023-03;Região de Saúde do Centro;CH Tondela-Viseu;130;4132;16917;12423;509;1676;3860;35787
2023-03;Região de Saúde LVT;CHU Lisboa Norte;213;5533;19254;17348;1365;595;5085;44308
2023-03;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;87;4105;12970;12507;499;197;77;30365
2023-03;Região de Saúde LVT;Hospital Garcia de Orta;219;4771;14411;16087;1406;357;199;37251
2023-03;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;104;2938;16440;11468;285;563;2;31798
2023-03;Região de Saúde Norte;CH Entre Douro e Vouga;163;6152;26464;23147;899;521;121;57346
2023-03;Região de Saúde do Centro;CH Leiria;224;4451;21076;15988;541;884;167;43164
2023-03;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;154;5618;22994;13421;799;1545;146;44531
2023-03;Região de Saúde do Centro;Hospital Figueira Foz;35;1145;9529;6252;35;213;16;17209
2023-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;79;3042;11708;15995;851;932;2269;32607
2023-03;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;124;4472;17903;18596;510;909;231;42514
2023-03;Região de Saúde Norte;CHU São João;302;6556;23939;10283;1518;0;23287;42598
2023-03;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;136;4704;23335;16187;364;2364;1;47090
2023-03;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;137;3251;16905;7708;564;1394;5547;29959
2023-03;Região de Saúde Norte;Hospital de Braga, EPE;226;4373;23620;20564;358;2091;317;51232
2023-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;139;3619;19997;17472;188;481;75;41896
2023-03;Região de Saúde do Alentejo;ULS Baixo Alentejo;101;3123;14404;10332;303;238;125;28501
2023-03;Região de Saúde do Centro;CHU Cova da Beira;48;1225;9993;5132;77;791;19;17266
2023-03;Região de Saúde LVT;CH Barreiro/Montijo;81;3522;16976;16659;527;1109;2401;38874
2023-03;Região de Saúde LVT;Hospital de Loures, EPE;110;3585;17373;13193;432;224;152;34917
2023-03;Região de Saúde LVT;Hospital Fernando Fonseca;191;6632;18773;35461;1107;1424;307;63588
2023-03;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;61;1669;7627;7882;285;306;149;17830
2023-03;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;53;2864;15713;15585;375;2444;235;37034
2023-03;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41;1126;6286;8729;531;187;1;16900
2023-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;79;1992;13574;8011;232;966;68;24854
2023-03;Região de Saúde do Centro;CHU Coimbra;319;9730;34604;18747;685;1934;488;66019
2023-03;Região de Saúde do Centro;ULS Guarda;80;2186;11763;9364;567;533;25;24493
2023-03;Região de Saúde LVT;CHU Lisboa Central;159;2365;16456;13704;1207;150;26645;34041
2023-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;182;3904;18374;15466;253;742;140;38921
2023-02;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;53;2272;5031;3662;430;63;93;11511
2023-02;Região de Saúde do Alentejo;ULS Litoral Alentejano;20;780;3145;3386;59;160;7947;7550
2023-02;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;103;3677;14683;8448;506;995;83;28412
2023-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;50;1986;7551;10519;544;621;1466;21271
2023-02;Região de Saúde LVT;CHU Lisboa Norte;150;3602;12441;11257;929;403;3247;28782
2023-02;Região de Saúde LVT;Hospital de Cascais, PPP;69;3029;7919;13164;230;33;0;24444
2023-02;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;179;4713;13970;8143;173;2362;3474;29540
2023-02;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;33;1961;10167;10042;238;1566;177;24007
2023-02;Região de Saúde Norte;Hospital de Braga, EPE;144;2940;15297;13209;237;1296;224;33123
2023-02;Região de Saúde do Centro;CHU Cova da Beira;34;821;6430;3361;55;522;12;11223
2023-02;Região de Saúde do Centro;CHU Coimbra;232;6483;22361;12106;450;1241;293;42873
2023-02;Região de Saúde do Centro;Hospital Figueira Foz;24;801;6164;4083;23;141;11;11236
2023-02;Região de Saúde LVT;CH Barreiro/Montijo;58;2422;10891;11065;363;709;1703;25508
2023-02;Região de Saúde LVT;Hospital de Loures, EPE;77;2516;11693;9352;284;151;100;24073
2023-02;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;77;2251;10615;8182;345;334;70;21804
2023-02;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;62;2750;8227;8061;347;124;37;19571
2023-02;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;45;1333;8731;5343;145;622;52;16219
2023-02;Região de Saúde do Alentejo;ULS Baixo Alentejo;72;2058;9181;6606;195;157;66;18269
2023-02;Região de Saúde do Centro;ULS Guarda;47;1466;7716;6142;382;367;12;16120
2023-02;Região de Saúde LVT;CHU Lisboa Central;104;1577;10733;8880;794;98;17151;22186
2023-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;126;2612;12023;10012;155;454;82;25382
2023-02;Região de Saúde Norte;CHU São João;195;4303;15360;6691;973;0;14741;27522
2023-02;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;101;2240;11087;4928;365;934;3404;19655
2023-02;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;96;2962;16845;8585;128;1097;145;29713
2023-02;Região de Saúde do Alentejo;ULS Norte Alentejano;34;1399;6146;6207;120;323;0;14229
2023-02;Região de Saúde do Algarve;CHU Algarve;172;7690;22699;22708;1088;2366;394;56723
2023-02;Região de Saúde do Centro;ULS Castelo Branco;41;852;5581;4230;171;291;21;11166
2023-02;Região de Saúde LVT;CH Setúbal;56;2301;9156;5780;115;903;1650;18311
2023-02;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;98;3024;11625;11874;319;574;150;27514
2023-02;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;66;1914;10749;7544;167;369;1;20809
2023-02;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;92;3178;15040;10407;233;1510;0;30460
2023-02;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;25;714;4168;5668;347;128;0;11050
2023-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;96;2407;12881;11384;119;299;10;27186
2023-02;Região de Saúde do Centro;CH Leiria;144;2876;13521;10215;345;557;122;27658
2023-02;Região de Saúde do Centro;CH Tondela-Viseu;87;2830;11214;8046;298;1065;2557;23540
2023-02;Região de Saúde LVT;Hospital Fernando Fonseca;124;4430;12175;23317;728;924;222;41698
2023-02;Região de Saúde LVT;Hospital Garcia de Orta;158;3255;9317;10169;990;221;101;24110
2023-02;Região de Saúde Norte;CH Entre Douro e Vouga;102;4073;17013;15082;573;347;89;37190
2023-02;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;39;1117;4956;5098;187;191;90;11588
2023-02;Região de Saúde Norte;ULS Matosinhos;58;2105;6661;3498;209;235;1471;12766
2023-01;Região de Saúde LVT;CHU Lisboa Central;57;813;5546;4548;428;47;8835;11439
2023-01;Região de Saúde LVT;Hospital de Cascais, PPP;40;1604;4033;6570;112;18;0;12377
2023-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;46;1218;6678;5729;54;168;4;13893
2023-01;Região de Saúde do Alentejo;ULS Baixo Alentejo;42;1046;4571;3447;106;87;34;9299
2023-01;Região de Saúde do Alentejo;ULS Litoral Alentejano;13;407;1554;1732;33;78;3992;3817
2023-01;Região de Saúde do Algarve;CHU Algarve;97;3919;11616;11387;577;1224;221;28820
2023-01;Região de Saúde do Centro;CH Leiria;66;1481;6949;5168;176;276;0;14116
2023-01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;61;1954;7457;4312;252;480;39;14516
2023-01;Região de Saúde LVT;CH Barreiro/Montijo;28;1262;5574;5661;213;361;874;13099
2023-01;Região de Saúde LVT;Hospital de Loures, EPE;45;1289;5727;4779;157;82;48;12079
2023-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;32;1022;5408;3948;94;194;0;10698
2023-01;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;58;1634;8650;4352;58;593;77;15345
2023-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;26;764;4611;2879;70;315;26;8665
2023-01;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;26;1217;2597;1820;205;32;47;5897
2023-01;Região de Saúde do Alentejo;ULS Norte Alentejano;16;734;3005;3143;57;172;0;7127
2023-01;Região de Saúde do Centro;CHU Coimbra;120;3419;11479;6426;222;650;144;22316
2023-01;Região de Saúde do Centro;Hospital Figueira Foz;14;418;3126;2084;10;80;7;5732
2023-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;67;1408;6148;5146;73;228;47;13070
2023-01;Região de Saúde LVT;Hospital Garcia de Orta;90;1695;4679;5243;511;102;51;12320
2023-01;Região de Saúde Norte;CH Entre Douro e Vouga;56;2126;8626;7774;293;200;63;19075
2023-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;104;2560;7204;4190;93;1188;1306;15339
2023-01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;15;1068;5259;5047;118;838;83;12345
2023-01;Região de Saúde do Centro;CHU Cova da Beira;16;455;3373;1803;35;288;5;5970
2023-01;Região de Saúde do Centro;CH Tondela-Viseu;55;1555;5764;4183;143;538;1382;12238
2023-01;Região de Saúde do Centro;ULS Guarda;29;802;3924;3234;222;202;6;8413
2023-01;Região de Saúde do Centro;ULS Castelo Branco;24;465;2923;2254;85;153;8;5904
2023-01;Região de Saúde LVT;CH Setúbal;38;1242;4749;2991;54;448;846;9522
2023-01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;48;1564;5808;5942;155;298;76;13815
2023-01;Região de Saúde Norte;Hospital de Braga, EPE;74;1533;7634;6665;123;629;104;16658
2023-01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;13;386;2052;2926;186;66;0;5629
2023-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;26;1039;3892;5379;266;322;867;10924
2023-01;Região de Saúde LVT;CHU Lisboa Norte;78;1830;6328;5725;497;191;1594;14649
2023-01;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38;1218;5353;4181;170;132;32;11092
2023-01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;29;1353;4231;4209;169;55;17;10046
2023-01;Região de Saúde LVT;Hospital Fernando Fonseca;74;2357;6170;12138;399;503;101;21641
2023-01;Região de Saúde Norte;CHU São João;110;2315;7900;3426;458;0;7476;14209
2023-01;Região de Saúde Norte;CHU Porto;61;1198;5686;2442;160;523;1757;10070
2023-01;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;23;582;2557;2633;90;115;52;6000
2023-01;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;50;1707;7725;5382;136;789;0;15789
2023-01;Região de Saúde Norte;ULS Matosinhos;35;1081;3474;1853;104;152;703;6699
2022-12;Região de Saúde do Alentejo;ULS Litoral Alentejano;113;4685;20508;21577;299;1295;47192;48477
2022-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;542;21466;87942;58933;3292;6646;553;178821
2022-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;745;14132;68769;65280;1164;3481;567;153571
2022-12;Região de Saúde LVT;Hospital de Cascais, PPP;377;17605;49031;87127;1161;384;0;155685
2022-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;1059;25631;85503;59724;4414;14862;14249;191193
2022-12;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;437;18424;105602;55595;1098;6878;1089;188034
2022-12;Região de Saúde Norte;Hospital de Braga, EPE;869;18445;90844;85656;3635;2077;1388;201526
2022-12;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;122;4709;25912;33873;1660;742;2;67018
2022-12;Região de Saúde do Centro;ULS Guarda;391;7775;47164;34801;2347;2895;93;95373
2022-12;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;296;10802;45313;72285;3360;4479;8205;136535
2022-12;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;416;13229;65240;53968;1705;1983;332;136541
2022-12;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;341;14744;51240;54939;2179;698;561;124141
2022-12;Região de Saúde LVT;Hospital Fernando Fonseca;674;24422;71883;144757;4610;7051;1365;253397
2022-12;Região de Saúde LVT;CH Setúbal;417;13613;60148;44640;1098;5503;10997;125419
2022-12;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;523;16470;69095;78550;1694;4755;1252;171087
2022-12;Região de Saúde LVT;Hospital de Loures, EPE;450;17223;77959;59730;1761;573;1487;157696
2022-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;201;10249;59672;64280;1493;9959;1019;145854
2022-12;Região de Saúde do Alentejo;ULS Baixo Alentejo;317;11301;50975;38253;1414;926;2076;103186
2022-12;Região de Saúde do Centro;CH Tondela-Viseu;514;16229;67338;52993;1929;6258;16299;145261
2022-12;Região de Saúde do Centro;Hospital Figueira Foz;113;4801;37524;29509;284;1015;380;73246
2022-12;Região de Saúde do Centro;ULS Castelo Branco;144;4499;33657;25363;1268;1489;86;66420
2022-12;Região de Saúde LVT;CHU Lisboa Central;661;9683;67801;58394;3498;152;105548;140189
2022-12;Região de Saúde Norte;CHU Porto;602;12469;70046;33096;2618;5569;21983;124400
2022-12;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;248;6781;30867;32605;1271;1520;668;73292
2022-12;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;359;7467;53534;34332;920;7052;345;103664
2022-12;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;334;11527;30698;27117;2769;226;1334;72671
2022-12;Região de Saúde do Alentejo;ULS Norte Alentejano;276;8304;34790;36189;797;3265;0;83621
2022-12;Região de Saúde do Algarve;CHU Algarve;1039;43914;150313;155589;7143;13580;2350;371578
2022-12;Região de Saúde do Centro;CHU Cova da Beira;143;4391;39035;19754;302;3282;102;66907
2022-12;Região de Saúde do Centro;CH Leiria;818;17599;84208;72784;2587;3540;0;181536
2022-12;Região de Saúde do Centro;CHU Coimbra;1320;36632;138113;86563;3200;8291;2118;274119
2022-12;Região de Saúde LVT;CH Barreiro/Montijo;355;12833;61545;64285;1432;4294;10502;144744
2022-12;Região de Saúde LVT;CHU Lisboa Norte;800;20632;75779;77731;7211;2638;22353;184791
2022-12;Região de Saúde LVT;Hospital Garcia de Orta;751;15684;49864;70923;5324;1782;2086;144328
2022-12;Região de Saúde Norte;CHU São João;1135;24560;92635;45098;5032;0;97227;168460
2022-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;343;10612;64990;49673;1392;2120;14;129130
2022-12;Região de Saúde Norte;CH Entre Douro e Vouga;669;24125;103725;92967;3879;2659;1081;228024
2022-12;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;513;17093;90243;68206;1588;10739;9;188382
2022-12;Região de Saúde Norte;ULS Matosinhos;274;11075;40915;26726;1740;1630;10927;82360
2022-12;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;576;15485;76743;67799;881;2130;131;163614
2022-11;Região de Saúde do Alentejo;ULS Baixo Alentejo;279;10110;45993;34362;1299;851;2000;92894
2022-11;Região de Saúde do Centro;CHU Cova da Beira;133;3995;35871;17810;273;3013;96;61095
2022-11;Região de Saúde LVT;Hospital Garcia de Orta;683;14122;45608;66527;5066;1667;5167;133673
2022-11;Região de Saúde Norte;CHU São João;1016;22231;84899;42364;4633;0;88880;155143
2022-11;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;387;16749;97222;50717;1028;6262;1001;172365
2022-11;Região de Saúde do Alentejo;ULS Litoral Alentejano;104;4217;18860;19708;267;1190;42592;44346
2022-11;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;489;19358;80538;54003;3018;6159;504;163565
2022-11;Região de Saúde do Centro;CH Tondela-Viseu;461;14669;61478;47883;1789;5781;14839;132061
2022-11;Região de Saúde do Centro;ULS Castelo Branco;134;4034;30797;22950;1161;1347;74;60423
2022-11;Região de Saúde LVT;CHU Lisboa Norte;726;18735;69655;72379;6799;2455;20852;170749
2022-11;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;971;24001;78588;54352;4157;13527;12714;175596
2022-11;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;465;15437;82055;61524;1420;9878;9;170779
2022-11;Região de Saúde do Alentejo;ULS Norte Alentejano;254;7523;31498;32919;742;3021;0;75957
2022-11;Região de Saúde do Centro;ULS Guarda;364;7043;42893;31147;2142;2693;84;86282
2022-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;269;9899;41761;67156;3141;4159;7602;126385
2022-11;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;474;14861;63305;71719;1524;4400;1159;156283
2022-11;Região de Saúde LVT;Hospital de Cascais, PPP;349;15895;44872;79944;1046;361;0;142467
2022-11;Região de Saúde Norte;CH Entre Douro e Vouga;601;21997;94628;84392;3631;2480;924;207729
2022-11;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;296;10439;28293;24985;2560;208;1275;66781
2022-11;Região de Saúde do Algarve;CHU Algarve;937;40072;138563;143605;6652;12407;2103;342236
2022-11;Região de Saúde do Centro;CH Leiria;726;16078;77438;67185;2426;3249;0;167102
2022-11;Região de Saúde do Centro;Hospital Figueira Foz;106;4348;34223;27267;262;939;370;67145
2022-11;Região de Saúde LVT;CH Barreiro/Montijo;328;11686;56451;58858;1323;3979;9133;132625
2022-11;Região de Saúde LVT;CHU Lisboa Central;596;8819;62424;53859;3151;152;96556;129001
2022-11;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;381;12046;60223;49767;1593;1801;305;125811
2022-11;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;299;9526;59297;45780;1286;1909;5;118097
2022-11;Região de Saúde Norte;CHU Porto;548;11316;64411;30713;2413;5091;20560;114492
2022-11;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;220;6109;28297;30076;1197;1393;618;67292
2022-11;Região de Saúde Norte;Hospital de Braga, EPE;808;16804;83235;78884;3476;1427;1267;184634
2022-11;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;111;4251;23642;31070;1506;681;2;61261
2022-11;Região de Saúde Norte;ULS Matosinhos;247;10036;37557;24811;1703;1546;10224;75900
2022-11;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;323;6676;47986;31025;845;6670;310;93525
2022-11;Região de Saúde do Centro;CHU Coimbra;1192;33236;126729;79827;2939;7495;1962;251418
2022-11;Região de Saúde LVT;CH Setúbal;379;12487;55743;42099;1053;5120;10169;116881
2022-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;657;12688;62683;59451;1080;3199;511;139758
2022-11;Região de Saúde LVT;Hospital de Loures, EPE;411;15804;72056;55101;1660;508;1445;145540
2022-11;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;312;13360;47042;50164;2030;643;523;113551
2022-11;Região de Saúde LVT;Hospital Fernando Fonseca;610;22064;65452;132993;4309;6584;1241;232012
2022-11;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;174;9191;54377;58747;1377;9195;911;133061
2022-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;520;14104;70015;61699;798;1964;131;149100
2022-10;Região de Saúde do Centro;Hospital Figueira Foz;97;3953;30903;24253;243;869;330;60318
2022-10;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;192;5495;25438;27048;1074;1262;567;60509
2022-10;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;461;12912;62779;54931;721;1762;131;133566
2022-10;Região de Saúde do Algarve;CHU Algarve;849;36082;125519;130575;6107;11241;1914;310373
2022-10;Região de Saúde do Centro;CHU Cova da Beira;121;3584;32355;15454;233;2735;87;54482
2022-10;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;452;17118;72269;48219;2741;5608;363;146407
2022-10;Região de Saúde do Centro;CHU Coimbra;1084;29904;114254;72223;2697;6727;1678;226889
2022-10;Região de Saúde do Centro;CH Tondela-Viseu;412;13119;55449;42684;1654;5319;13470;118637
2022-10;Região de Saúde do Centro;ULS Guarda;329;6344;38576;27482;1905;2483;75;77119
2022-10;Região de Saúde LVT;CH Barreiro/Montijo;292;10437;50555;52036;1193;3590;8258;118103
2022-10;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;432;13135;56604;63512;1375;4065;985;139123
2022-10;Região de Saúde LVT;Hospital de Cascais, PPP;315;13813;40540;72337;977;316;0;128298
2022-10;Região de Saúde Norte;CHU São João;928;20175;77326;38741;4276;0;78765;141446
2022-10;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;854;20744;71388;49801;3624;11971;12011;158382
2022-10;Região de Saúde Norte;ULS Matosinhos;221;8963;34120;22757;1556;1443;9390;69060
2022-10;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;262;9326;25691;22402;2342;165;1222;60188
2022-10;Região de Saúde do Centro;ULS Castelo Branco;119;3642;27484;20268;1061;1176;61;53750
2022-10;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;587;11226;56020;53101;995;2951;420;124880
2022-10;Região de Saúde LVT;Hospital Fernando Fonseca;556;19401;58274;119180;3983;6074;1281;207468
