Período;Região;Instituição;Vermelha;Laranja;Amarela;Verde;Azul;Branca;SemTriagem;TotalAtendimentos
2023-09;Região de Saúde do Algarve;CHU Algarve;825;38740;120733;107828;4422;10961;1911;283509
2023-09;Região de Saúde do Centro;CHU Cova da Beira;111;3439;31412;14086;189;2548;53;51785
2023-09;Região de Saúde do Centro;CH Tondela-Viseu;385;12745;52971;37621;1726;5329;12105;110777
2023-09;Região de Saúde do Centro;ULS Castelo Branco;131;3566;27204;19128;891;1233;76;52153
2023-09;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;480;11041;56008;44909;916;2769;424;116123
2023-09;Região de Saúde LVT;Hospital de Loures, EPE;245;9568;49726;32062;1233;900;570;93734
2023-09;Região de Saúde Norte;CHU São João;872;19149;74591;33224;4653;0;67616;132489
2023-09;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;219;8524;48893;34436;973;1725;9;94770
2023-09;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;178;4992;22913;22131;1030;422;1328;51666
2023-09;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;242;9764;24188;15283;1671;427;409;51575
2023-09;Região de Saúde do Alentejo;ULS Litoral Alentejano;79;3473;15468;16086;210;896;36719;36212
2023-09;Região de Saúde LVT;CHU Lisboa Central;462;7068;51721;43127;3452;632;76378;106462
2023-09;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;211;8381;35631;47268;2448;3057;6698;96996
2023-09;Região de Saúde LVT;Hospital de Cascais, PPP;271;12569;39037;61380;1063;128;0;114448
2023-09;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;317;9798;51669;34680;1799;1764;441;100027
2023-09;Região de Saúde LVT;Hospital Fernando Fonseca;495;17811;56961;105129;3542;4488;1148;188426
2023-09;Região de Saúde LVT;Hospital Garcia de Orta;583;13119;43655;50167;4126;1236;639;112886
2023-09;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;365;11173;60496;53792;763;1920;103;128509
2023-09;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;460;16541;72105;39996;2556;5350;480;137008
2023-09;Região de Saúde do Centro;CHU Coimbra;1097;29443;106223;55240;2153;6517;1721;200673
2023-09;Região de Saúde do Centro;Hospital Figueira Foz;117;3552;30414;18704;152;845;308;53784
2023-09;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;343;12341;51737;57009;1762;2470;654;125662
2023-09;Região de Saúde LVT;CHU Lisboa Norte;645;15969;60449;54652;4118;1867;12523;137700
2023-09;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;231;11166;40678;36288;1332;703;230;90398
2023-09;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;153;8136;45776;46224;1237;7662;665;109188
2023-09;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;107;3322;18473;26016;1765;577;56;50260
2023-09;Região de Saúde Norte;ULS Matosinhos;213;9581;32951;18128;1149;1095;7430;63117
2023-09;Região de Saúde do Alentejo;ULS Baixo Alentejo;249;8689;43903;28557;995;705;381;83098
2023-09;Região de Saúde do Centro;CH Leiria;584;13568;65208;49727;1733;3265;565;134085
2023-09;Região de Saúde do Centro;ULS Guarda;259;6620;37438;26837;1742;1538;82;74434
2023-09;Região de Saúde LVT;CH Setúbal;256;10591;41848;23715;572;4308;8140;81290
2023-09;Região de Saúde Norte;CH Entre Douro e Vouga;485;18596;81872;65677;2431;1672;1559;170733
2023-09;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;668;21376;65704;39961;1027;12011;16147;140747
2023-09;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;375;14121;74079;48505;1144;7768;8;145992
2023-09;Região de Saúde Norte;Hospital de Braga, EPE;648;12986;73441;63856;1077;6972;1022;158980
2023-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;214;5910;42582;23996;726;3133;195;76561
2023-08;Região de Saúde do Centro;CH Leiria;525;12018;58305;44501;1517;2856;490;119722
2023-08;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;407;14683;64450;35851;2245;4743;415;122379
2023-08;Região de Saúde do Centro;CH Tondela-Viseu;341;11334;47304;33711;1550;4760;10756;99000
2023-08;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;189;7417;31483;42207;2175;2671;5942;86142
2023-08;Região de Saúde LVT;CHU Lisboa Norte;575;14163;53789;49027;3681;1664;12235;122899
2023-08;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;338;12560;65974;43746;1034;6909;7;130561
2023-08;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;289;11279;72158;39941;950;4358;541;128975
2023-08;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;330;9981;54162;48248;685;1707;101;115113
2023-08;Região de Saúde do Centro;Hospital Figueira Foz;101;3158;27162;16993;135;757;198;48306
2023-08;Região de Saúde do Centro;ULS Guarda;240;5903;33373;24174;1563;1367;74;66620
2023-08;Região de Saúde LVT;CH Setúbal;227;9399;37667;21399;511;3865;7287;73068
2023-08;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;306;11114;46724;50976;1544;2273;605;112937
2023-08;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;427;9857;50191;40351;818;2437;374;104081
2023-08;Região de Saúde LVT;Hospital de Loures, EPE;225;8656;44822;29521;1117;751;531;85092
2023-08;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;295;8753;46067;31231;1596;1591;389;89533
2023-08;Região de Saúde Norte;CH Entre Douro e Vouga;430;16599;72964;58967;2166;1440;1540;152566
2023-08;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;163;4406;20185;19617;925;416;1285;45712
2023-08;Região de Saúde Norte;Hospital de Braga, EPE;582;11663;65369;56997;974;6219;896;141804
2023-08;Região de Saúde Norte;ULS Matosinhos;201;8618;29320;15926;1003;986;6609;56054
2023-08;Região de Saúde do Algarve;CHU Algarve;760;34494;108133;96701;4009;9952;1716;254049
2023-08;Região de Saúde LVT;Hospital de Cascais, PPP;233;11143;34773;54797;948;106;0;102000
2023-08;Região de Saúde LVT;Hospital Fernando Fonseca;455;15851;50826;93664;3095;4020;968;167911
2023-08;Região de Saúde Norte;CHU São João;789;17134;66598;29668;4165;0;60558;118354
2023-08;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;143;7386;41681;42184;1135;6932;618;99461
2023-08;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;213;8727;21511;13782;1476;385;366;46094
2023-08;Região de Saúde do Alentejo;ULS Baixo Alentejo;221;7808;39235;25928;882;633;336;74707
2023-08;Região de Saúde do Alentejo;ULS Litoral Alentejano;71;3126;13921;14478;188;806;33030;32590
2023-08;Região de Saúde do Centro;CHU Cova da Beira;102;3118;28058;12682;163;2254;48;46377
2023-08;Região de Saúde do Centro;ULS Castelo Branco;120;3235;24770;17121;786;1100;73;47132
2023-08;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;211;10000;36406;32617;1223;608;217;81065
2023-08;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;396;8484;47981;23086;1546;3844;14509;85337
2023-08;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;97;2946;16533;23347;1545;526;50;44994
2023-08;Região de Saúde do Alentejo;ULS Norte Alentejano;156;5691;25907;25618;474;1664;0;59510
2023-08;Região de Saúde do Centro;CHU Coimbra;975;26042;95166;49750;1934;5656;1482;179523
2023-08;Região de Saúde LVT;CH Barreiro/Montijo;215;8131;45588;41786;1292;3164;6718;100176
2023-08;Região de Saúde LVT;CHU Lisboa Central;412;6220;45824;38309;3143;557;68298;94465
2023-08;Região de Saúde LVT;Hospital Garcia de Orta;506;11706;39166;44435;3661;1090;523;100564
2023-08;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;202;7627;43663;30748;864;1517;7;84621
2023-08;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;597;19182;58743;35534;893;10581;14697;125530
2023-08;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;183;5304;38186;21443;644;2807;179;68567
2023-07;Região de Saúde do Alentejo;ULS Norte Alentejano;134;4976;22594;22260;387;1435;0;51786
2023-07;Região de Saúde do Centro;Hospital Figueira Foz;77;2674;23038;14843;109;635;193;41376
2023-07;Região de Saúde LVT;CHU Lisboa Norte;501;12571;47223;43049;3200;1448;11971;107992
2023-07;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;188;6754;38472;26831;717;1370;6;74332
2023-07;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;528;16691;51052;30925;759;9248;12674;109203
2023-07;Região de Saúde Norte;Hospital de Braga, EPE;491;10235;56912;49728;846;5379;737;123591
2023-07;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;85;2594;14386;20403;1328;448;38;39244
2023-07;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;197;7704;18736;12194;1304;293;326;40428
2023-07;Região de Saúde do Centro;ULS Guarda;205;5005;28275;20837;1360;1177;62;56859
2023-07;Região de Saúde LVT;CH Setúbal;196;8090;33260;19013;427;3418;6207;64404
2023-07;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;261;7784;40519;27856;1391;1378;349;79189
2023-07;Região de Saúde do Alentejo;ULS Baixo Alentejo;197;6885;34196;22884;724;557;297;65443
2023-07;Região de Saúde do Centro;CHU Cova da Beira;89;2714;24076;11046;140;1915;37;39980
2023-07;Região de Saúde do Centro;CH Leiria;466;10367;50341;38318;1314;2409;424;103215
2023-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;355;12920;56106;31341;1952;4037;356;106711
2023-07;Região de Saúde do Centro;CH Tondela-Viseu;284;9811;40646;29344;1324;4130;9160;85539
2023-07;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;379;8655;43760;35411;704;2116;324;91025
2023-07;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;186;8802;31688;28781;1076;537;146;71070
2023-07;Região de Saúde LVT;Hospital Fernando Fonseca;401;14019;44343;82157;2697;3532;856;147149
2023-07;Região de Saúde LVT;Hospital Garcia de Orta;445;10429;34252;38435;3151;955;466;87667
2023-07;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;332;7457;41554;19839;1388;3332;12514;73902
2023-07;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;119;6400;36481;37150;983;6006;559;87139
2023-07;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;155;4459;32356;18143;553;2413;158;58079
2023-07;Região de Saúde do Alentejo;ULS Litoral Alentejano;62;2734;11896;12325;166;674;28404;27857
2023-07;Região de Saúde do Algarve;CHU Algarve;637;29491;91799;82502;3599;8674;1463;216702
2023-07;Região de Saúde do Centro;CHU Coimbra;819;22679;82846;43536;1677;4739;1286;156296
2023-07;Região de Saúde LVT;CH Barreiro/Montijo;186;7307;40173;36780;1125;2764;5873;88335
2023-07;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;269;9811;40726;44359;1302;2061;523;98528
2023-07;Região de Saúde Norte;CHU São João;690;14998;57716;25841;3632;0;54034;102877
2023-07;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;251;9956;63163;34248;732;3846;470;112196
2023-07;Região de Saúde Norte;ULS Matosinhos;180;7471;25278;13507;875;875;5698;48186
2023-07;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;279;8514;46281;40790;580;1365;93;97809
2023-07;Região de Saúde do Centro;ULS Castelo Branco;102;2812;21505;15036;660;966;58;41081
2023-07;Região de Saúde LVT;CHU Lisboa Central;370;5422;39637;33116;2727;462;60840;81734
2023-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;165;6540;27279;37290;1881;2239;5189;75394
2023-07;Região de Saúde LVT;Hospital de Cascais, PPP;209;9899;30370;47878;840;89;0;89285
2023-07;Região de Saúde LVT;Hospital de Loures, EPE;200;7649;39344;26834;944;582;483;75553
2023-07;Região de Saúde Norte;CH Entre Douro e Vouga;372;14424;63241;51848;1917;1207;1514;133009
2023-07;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;145;3931;18034;17671;856;416;335;41053
2023-07;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;302;10789;56216;37604;865;5859;5;111635
2023-06;Região de Saúde do Alentejo;ULS Baixo Alentejo;165;5950;29117;19484;599;485;249;55800
2023-06;Região de Saúde do Algarve;CHU Algarve;535;24785;76627;69657;3113;7385;1210;182102
2023-06;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;304;11098;47633;26760;1654;3457;302;90906
2023-06;Região de Saúde LVT;CHU Lisboa Central;321;4657;33634;28196;2362;384;52876;69554
2023-06;Região de Saúde LVT;CHU Lisboa Norte;423;10841;40152;36827;2740;1245;10403;92228
2023-06;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;464;14236;43296;26335;625;7767;11081;92723
2023-06;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;285;6387;35390;16680;1189;2801;10712;62732
2023-06;Região de Saúde Norte;ULS Matosinhos;169;6432;21301;11335;754;780;4830;40771
2023-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;136;3831;27507;15422;464;2054;131;49414
2023-06;Região de Saúde do Alentejo;Hospital Espírito Santo Évora;170;6547;16028;10522;1149;229;267;34645
2023-06;Região de Saúde do Alentejo;ULS Litoral Alentejano;51;2319;10061;10462;139;576;24356;23608
2023-06;Região de Saúde do Centro;CH Tondela-Viseu;245;8329;34417;24993;1118;3501;7737;72603
2023-06;Região de Saúde do Centro;ULS Guarda;170;4241;23819;17952;1158;1020;51;48360
2023-06;Região de Saúde do Centro;ULS Castelo Branco;87;2417;18359;12830;541;848;51;35082
2023-06;Região de Saúde LVT;CH Setúbal;167;6879;28675;16548;368;2966;5145;55603
2023-06;Região de Saúde LVT;Hospital de Loures, EPE;179;6661;33911;24007;817;477;443;66052
2023-06;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;235;6713;34843;24376;1197;1140;299;68504
2023-06;Região de Saúde LVT;Hospital Garcia de Orta;390;9110;29399;32620;2699;784;399;75002
2023-06;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;209;8591;54128;28618;574;3261;405;95381
2023-06;Região de Saúde Norte;Hospital de Braga, EPE;422;8735;48328;42264;706;4576;639;105031
2023-06;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;243;7217;39529;34347;469;1087;92;82892
2023-06;Região de Saúde do Centro;Hospital Figueira Foz;68;2239;19416;12678;86;533;181;35020
2023-06;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;165;5753;32866;23040;607;1190;4;63621
2023-06;Região de Saúde Norte;CH Entre Douro e Vouga;311;12352;53491;44692;1639;1021;1330;113506
2023-06;Região de Saúde Norte;CH Trás-os-Montes Alto Douro;267;9241;47620;32057;733;4987;3;94905
2023-06;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;102;5547;31306;31505;813;5123;469;74396
2023-06;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;77;2191;12152;17408;1121;396;1;33345
2023-06;Região de Saúde do Centro;CH Leiria;396;8834;42789;32662;1123;1983;353;87787
2023-06;Região de Saúde LVT;CH Barreiro/Montijo;161;6386;34572;32105;931;2338;5036;76493
2023-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;331;7457;37479;30644;566;1819;278;78296
2023-06;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;162;7680;26946;24683;936;454;137;60861
2023-06;Região de Saúde Norte;CHU São João;594;12924;49290;21773;3116;0;46883;87697
2023-06;Região de Saúde do Alentejo;ULS Norte Alentejano;109;4227;19445;19078;340;1201;0;44400
2023-06;Região de Saúde do Centro;CHU Cova da Beira;78;2354;20389;9514;121;1625;33;34081
2023-06;Região de Saúde do Centro;CHU Coimbra;678;19184;71027;37443;1459;3826;1070;133617
2023-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;138;5664;23527;32122;1644;1906;4469;65001
2023-06;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;236;8583;35131;37993;1080;1719;394;84742
2023-06;Região de Saúde LVT;Hospital de Cascais, PPP;188;8590;25996;41265;722;82;0;76843
2023-06;Região de Saúde LVT;Hospital Fernando Fonseca;355;12327;37971;70774;2271;3062;708;126760
2023-06;Região de Saúde Norte;CH Póvoa Varzim/Vila Conde;128;3367;15359;15395;733;415;291;35397
2023-05;Região de Saúde do Alentejo;ULS Baixo Alentejo;137;4975;24130;16474;507;413;197;46636
2023-05;Região de Saúde do Algarve;CHU Algarve;431;20328;62815;58495;2638;6122;1017;150829
2023-05;Região de Saúde LVT;Hospital Fernando Fonseca;310;10511;31717;59238;1859;2507;562;106142
2023-05;Região de Saúde LVT;Hospital Garcia de Orta;342;7780;24725;27192;2297;626;352;62962
2023-05;Região de Saúde Norte;CH Vila Nova Gaia/Espinho;171;7212;44854;23862;447;2717;335;79263
2023-05;Região de Saúde Norte;Hospital de Braga, EPE;349;7324;40322;35249;584;3756;524;87584
2023-05;Região de Saúde do Centro;Hospital Figueira Foz;59;1889;16087;10588;76;415;174;29114
2023-05;Região de Saúde LVT;CHU Lisboa Central;264;3843;27436;22960;1942;313;43767;56758
2023-05;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;118;4830;19777;27048;1337;1561;3730;54671
2023-05;Região de Saúde LVT;Hospital de Cascais, PPP;158;7362;21590;34628;607;69;0;64414
2023-05;Região de Saúde LVT;Hospital de Loures, EPE;157;5704;28453;20689;687;377;367;56067
2023-05;Região de Saúde Norte;CHU São João;494;10780;40738;17945;2596;0;39548;72553
2023-05;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;394;11788;36053;21937;513;6449;9065;77134
